studio_title,address,website,phone,dslurl,is_partner,candidate_article_count,s_article_count,api_priority_score,api_target_reason,place_id,google_name,rating,review_count,google_address,match_confidence,api_status,query_used
ピアノスタジオノア 不動前店,〒141-0031 東京都品川区西五反田４丁目３２-１４,https://www.grandpiano.jp/fudomae/,03-6910-4550,,0,5,2,80,S優先度記事×2|複数記事候補×5|候補少記事に出現,ChIJp6-LcCmLGGARjwEYTwAdBjU,ピアノスタジオノア 不動前店,4.1,7.0,〒141-0031 東京都品川区西五反田４丁目３２−１４,1.0,OK,ピアノスタジオノア 不動前店 東京都品川区西五反田
ピアノスタジオノア 池袋店,〒170-0013 東京都豊島区東池袋２丁目６３-１ 2F～B1F,https://www.grandpiano.jp/ikebukuro/,03-5951-8481,,0,4,3,80,S優先度記事×3|複数記事候補×4,ChIJeRnSH2SNGGARUBShADuJM9Q,ピアノスタジオノア 池袋店,4.3,64.0,〒170-0013 東京都豊島区東池袋２丁目６３−１ 2F～B1F,1.0,OK,ピアノスタジオノア 池袋店 東京都豊島区東池袋
SHARE TAKANAWA,〒108-0074 東京都港区高輪２丁目１６-３２ 横川ビル ３Ｆ,https://www.takanawa.space/,,,0,4,3,80,S優先度記事×3|複数記事候補×4,ChIJ73RMue2LGGARTYwyu9tn2oA,SHARE TAKANAWA,5.0,3.0,〒108-0074 東京都港区高輪２丁目１６−３２ 横川ビル ３Ｆ,1.0,OK,SHARE TAKANAWA 東京都港区高輪
天空MURAミドルスタジオStudioStyle+,〒160-0023 東京都新宿区西新宿６丁目１２-１６ 天空ＭＵＲＡ一号館,https://studiostyle.jp/tenku-dance-studio/,090-8306-7493,,0,4,3,80,S優先度記事×3|複数記事候補×4,ChIJS-AKCNXyGGAR2ZH3_YgL6GQ,天空MURAダンススタジオStudioStyle+,3.3,3.0,〒160-0023 東京都新宿区西新宿６丁目１２−１６,0.88,OK,天空MURAミドルスタジオStudioStyle+ 東京都新宿区西新宿
レンタルスタジオひより,〒171-0014 東京都豊島区池袋２丁目２３-２３ 白鳥ハイツ 107,https://rs-hiyori.com/,080-5175-6676,,0,4,3,80,S優先度記事×3|複数記事候補×4,ChIJzUOn3JSNGGARxPlSKAOn3Ug,レンタルスタジオひより,,,〒171-0014 東京都豊島区池袋２丁目２３−２３ 白鳥ハイツ 107,1.0,OK,レンタルスタジオひより 東京都豊島区池袋
レンタルスタジオクラッセ国分寺,〒185-0021 東京都国分寺市南町３丁目１８-２ 川端ビル ４階A,https://studio-classe.jp/,,,0,5,2,80,S優先度記事×2|複数記事候補×5|候補少記事に出現,ChIJV-Es59DlGGARQDbjEAe_LEY,レンタルスタジオクラッセ国分寺,5.0,25.0,〒185-0021 東京都国分寺市南町３丁目１８−２ 川端ビル ４階A,1.0,OK,レンタルスタジオクラッセ国分寺 東京都国分寺市南町
ティアラ,〒142-0053 東京都品川区中延３丁目２-４,http://www.shupla-gp.com/tiara/,03-6426-8828,,0,4,3,80,S優先度記事×3|複数記事候補×4,ChIJGwbqA8CKGGARxxN21BrmzIA,ティアラ,3.0,2.0,〒142-0053 東京都品川区中延３丁目２−４ スタジオティアラ,1.0,OK,ティアラ 東京都品川区中延
レンタルスタジオreimei Tachikawa,〒190-0022 東京都立川市錦町２丁目１-３５ Ktd 錦町ビル 2F,https://reimeikunitachi.com/,050-1809-3917,,0,5,2,80,S優先度記事×2|複数記事候補×5|候補少記事に出現,ChIJgd501ZnhGGAR6KwlpvX9WfU,ダンススタジオreimei Tachikawa,4.4,5.0,〒190-0022 東京都立川市錦町２丁目１−３５ Ktd 錦町ビル 2F,0.889,OK,レンタルスタジオreimei Tachikawa 東京都立川市錦町
FREEDA LIFESTYLE＋,〒106-0044 東京都港区東麻布１丁目２６-８ プライム東麻布 3F,http://www.freeda.jp/,03-6807-4322,,0,5,2,80,S優先度記事×2|複数記事候補×5|候補少記事に出現,ChIJMx_XTjKLGGARsv5TWUEGYe4,FREEDA LIFESTYLE＋,3.0,8.0,〒106-0044 東京都港区東麻布１丁目２６−８ Prime Higashiazabu 3F,1.0,OK,FREEDA LIFESTYLE＋ 東京都港区東麻布
ENJOINT DANCE CLUB中目黒,〒153-0051 東京都目黒区上目黒１丁目５-１０ 中目黒マンション B1,https://www.enjoint.tokyo/,,,0,4,3,80,S優先度記事×3|複数記事候補×4,ChIJeV1wk5uLGGARGDoliZE8K1c,ENJOINT DANCE CLUB中目黒,,,〒153-0051 東京都目黒区上目黒１丁目５−１０ B1,1.0,OK,ENJOINT DANCE CLUB中目黒 東京都目黒区上目黒
J’Z STUDIO 千歳烏山店,〒157-0062 東京都世田谷区南烏山６丁目６-６?２ サンマルシェビルB1F,http://www.jz-studio.jp/,03-6909-1181,,0,4,3,80,S優先度記事×3|複数記事候補×4,ChIJN43BL47xGGARFAMPAC5YKW0,J’Z STUDIO 千歳烏山店,4.2,12.0,〒157-0062 東京都世田谷区南烏山６丁目６−６−２ サンマルシェビル B1F,1.0,OK,J’Z STUDIO 千歳烏山店 東京都世田谷区南烏山
池袋 ミント,〒170-0014 東京都豊島区池袋１丁目８-５ 池袋MINTORONビルB1F,https://mint.studiosquare.jp/,03-5822-4050,,0,4,3,80,S優先度記事×3|複数記事候補×4,ChIJy41edwCNGGAROWc6-aGossc,ミント,,,〒171-0014 東京都豊島区池袋２丁目４−４ 徳永第５ビル,0.75,OK,池袋 ミント 東京都豊島区池袋
Las Danzas in Tokyo,〒162-0065 東京都新宿区住吉町 １-１８TVB曙橋ビル3階,https://las-danzas.com/,03-6274-8408,,0,4,3,80,S優先度記事×3|複数記事候補×4,ChIJielf7fGMGGARuGOmzOHXkMc,Las Danzas in Tokyo,5.0,2.0,〒162-0065 東京都新宿区住吉町1-18TVB−１ 曙橋ビル 3階,1.0,OK,Las Danzas in Tokyo 東京都新宿区住吉町 １?１８TVB曙橋ビル3階
Lanikai Dance Studio,〒134-0083 東京都江戸川区中葛西５丁目２０-１９ ローヤルマンション葛西 1階,https://lanikai.tokyo/,03-5878-0230,,0,5,2,80,S優先度記事×2|複数記事候補×5|候補少記事に出現,ChIJEYLYGPKHGGARSUkItZ_f-k0,Lanikai Dance Studio,5.0,1.0,〒134-0083 東京都江戸川区中葛西５丁目２０−１９ ローヤルマンション葛西 1階,1.0,OK,Lanikai Dance Studio 東京都江戸川区中葛西
Pole and Aerial Studio POLISH中目黒,〒153-0051 東京都目黒区上目黒１丁目６-５ 3 階,https://www.polish-415.com/,,,0,4,3,80,S優先度記事×3|複数記事候補×4,ChIJq6p-ukiLGGAR8qMWWy2tDbc,Pole and Aerial Studio POLISH中目黒,4.3,19.0,〒153-0051 東京都目黒区上目黒１丁目６−５ 3 階,1.0,OK,Pole and Aerial Studio POLISH中目黒 東京都目黒区上目黒
スタジオLINOVA（リノ・バ）,〒167-0054 東京都杉並区松庵３丁目１-６ 松庵ユニオンビル B1,,,,0,5,2,80,S優先度記事×2|複数記事候補×5|候補少記事に出現,ChIJzUIQpuvvGGARU0KjoeA5RKo,スタジオLINOVA（リノ・バ）,4.0,2.0,〒167-0054 東京都杉並区松庵３丁目１−６ 松庵ユニオンビル B1,1.0,OK,スタジオLINOVA（リノ・バ） 東京都杉並区松庵
東京タワーメディアセンター,〒105-0011 東京都港区芝公園４丁目４-７ 東京タワーメディアセンタ 3F,http://starrise-tower.com/,03-6721-5450,,0,5,2,80,S優先度記事×2|複数記事候補×5|候補少記事に出現,ChIJu7L-oL2LGGARRQxymZW4RPY,東京タワーメディアセンタ,,,〒105-0011 東京都港区芝公園４丁目４−７ 東京タワーメディアセンタ,0.96,OK,東京タワーメディアセンター 東京都港区芝公園
Rinky Dink Studio 梅ヶ丘,〒154-0022 東京都世田谷区梅丘１丁目２１-７ ３階～４階 梅丘駅前ビル,https://rinky.info/studio/umegaoka/,03-3420-3721,,0,4,3,80,S優先度記事×3|複数記事候補×4,ChIJl6feOHTzGGAReFbMaMJeFzA,Rinky Dink Studio 梅ヶ丘,4.0,35.0,〒154-0022 東京都世田谷区梅丘１丁目２１−７ 梅丘駅前ビル ３階～４階,1.0,OK,Rinky Dink Studio 梅ヶ丘 東京都世田谷区梅丘
西荻窪永谷ダンススタジオ,〒167-0054 東京都杉並区松庵３丁目４０-９,http://www.ntgp.co.jp/,0422-21-9325,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJ8_pwyxHuGGARfkJPQWo2_JI,西荻窪永谷ダンススタジオ,,,〒167-0054 東京都杉並区松庵３丁目４０−９,1.0,OK,西荻窪永谷ダンススタジオ 東京都杉並区松庵
金町 レンタルスタジオ ダンスロッヂ,〒125-0042 東京都葛飾区金町６丁目１２-１３ セザール金町マンション １０１,https://lodge.studiosquare.jp/,03-5822-4050,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJUS8ibcmFGGARVz1TiduI4F4,金町 レンタルスタジオ ダンスロッヂ,4.8,4.0,〒125-0042 東京都葛飾区金町６丁目１２−１３ セザール金町マンション １０１,1.0,OK,金町 レンタルスタジオ ダンスロッヂ 東京都葛飾区金町
駒沢ダンスガーデン,〒154-0011 東京都世田谷区上馬３丁目７-８,https://www.ks-co.co.jp/,03-3419-9876,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJa8se85D0GGARIUUgq7X_yDs,駒沢ダンスガーデン,5.0,1.0,〒154-0011 東京都世田谷区上馬３丁目７−８,1.0,OK,駒沢ダンスガーデン 東京都世田谷区上馬
ＪＰスタジオ,〒165-0027 東京都中野区野方５丁目１７-１０,http://jp-studio.net/,03-3310-7771,,0,3,3,75,S優先度記事×3|複数記事候補×3,ChIJc7NFhXjtGGARf90fzSEn1Uc,ＪＰスタジオ,5.0,2.0,〒165-0027 東京都中野区野方５丁目１７−１０,1.0,OK,ＪＰスタジオ 東京都中野区野方
レンタルスタジオ 国立リノ,〒186-0002 東京都国立市東１丁目15-22 4 国立サニービル 階C号室,http://kunitachi-lino.linovery.com/,,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJqX2rBPjlGGARQOwr82DKg-s,レンタルスタジオ 国立リノ,4.5,2.0,〒186-0002 東京都国立市東１丁目15−22 4 階C号室,1.0,OK,レンタルスタジオ 国立リノ 東京都国立市東
キッズダンススタジオstudioCROSS（スタジオクロス）国立谷保スタジオ,〒186-0003 東京都国立市富士見台２丁目１８-２ 富士見台ビル 2階,http://www.studiocross.info/,042-505-8179,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJFYWW2KPjGGAR3Up55akULCI,キッズダンススタジオstudioCROSS（スタジオクロス）国立谷保スタジオ,5.0,2.0,〒186-0003 東京都国立市富士見台２丁目１８−２ 2階,1.0,OK,キッズダンススタジオstudioCROSS（スタジオクロス）国立谷保スタジオ 東京都国立市富士見台
キッズダンススタジオstudioCROSS（スタジオクロス）国立駅ゴールドジムクラス,〒186-0004 東京都国立市中１丁目9-３０ 国立せきやビル 5階 ゴールドジム内,https://studiocross.info/,042-505-8179,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJzXTv2_vjGGARY6VAKc4dFWE,キッズダンススタジオstudioCROSS（スタジオクロス）国立駅ゴールドジムクラス,,,〒186-0004 東京都国立市中１丁目9−３０ 国立せきやビル 5階 ゴールドジム内,1.0,OK,キッズダンススタジオstudioCROSS（スタジオクロス）国立駅ゴールドジムクラス 東京都国立市中
Dance Studio Linda 中目黒,〒153-0043 東京都目黒区東山１丁目４-１３ ASA東山ビル １F,,,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJiW4sFKWLGGARalWX5kUukNw,Dance Studio Linda 中目黒,4.8,5.0,〒153-0043 東京都目黒区東山１丁目４−１３ ASA東山ビル １F,1.0,OK,Dance Studio Linda 中目黒 東京都目黒区東山
キッズダンススタジオstudioCROSS（スタジオクロス）高幡不動クラス 日野市 多摩カルチャーセンター,〒191-0031 東京都日野市高幡３-１０ 遠藤ビル 2階,http://www.studiocross.info/,042-505-8179,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJGQV2MgXjGGARrVI9T-3jxOs,キッズダンススタジオstudioCROSS（スタジオクロス）高幡不動クラス 日野市 多摩カルチャーセンター,,,〒191-0031 東京都日野市高幡３−１０ 遠藤ビル 2階,1.0,OK,キッズダンススタジオstudioCROSS（スタジオクロス）高幡不動クラス 日野市 多摩カルチャーセンター 東京都日野市高幡３-１０ 遠藤ビル 2階
Studio B,〒153-0041 東京都目黒区駒場３丁目５-６,http://www.photo-studiob.com/,03-6407-9915,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJ2wybWlTzGGAReW0FH0TU4KI,studio B,,,〒153-0041 東京都目黒区駒場３丁目５−６ studio B,1.0,OK,Studio B 東京都目黒区駒場
かよバレエスタジオ,〒187-0002 東京都小平市花小金井１丁目１２-７,http://www.kayoballet.com/,042-452-5817,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJ64OMZuDlGGARwmXdKB2zH6Y,かよバレエスタジオ,4.0,3.0,〒187-0002 東京都小平市花小金井１丁目１２−７,1.0,OK,かよバレエスタジオ 東京都小平市花小金井
ノアスタジオ 学芸大店,〒152-0003 東京都目黒区碑文谷５丁目２５-１０ 1F?7F ノアビル２２,https://www.noahstudio.jp/shop/gakugeidai/,03-3710-2011,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJgX5Xytr0GGARftC2wmx9s_o,ノアスタジオ 学芸大店,3.7,241.0,〒152-0003 東京都目黒区碑文谷５丁目２５−１０ ノアビル22 1F〜7F,1.0,OK,ノアスタジオ 学芸大店 東京都目黒区碑文谷
ダンスプレイスフェリーチェ (dance place FELICE),〒125-0041 東京都葛飾区東金町１丁目４２-１０ 東金町ビル ５階,http://danceplacefelice.com/,03-5876-4649,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJMadgOhGFGGARrUhZdGwOI_c,ダンスプレイスフェリーチェ (dance place FELICE),4.6,8.0,〒125-0041 東京都葛飾区東金町１丁目４２−１０ 東金町ビル ５階,1.0,OK,ダンスプレイスフェリーチェ (dance place FELICE) 東京都葛飾区東金町
studio FANTO,〒101-0032 東京都千代田区岩本町３丁目１-９ NOVEL WORK Iwamotocho B1F,https://www.fanto.studio/,03-3866-8699,,0,3,3,75,S優先度記事×3|複数記事候補×3,ChIJM2hFfKmOGGARHHBTGy_ya8M,studio FANTO,5.0,1.0,〒101-0032 東京都千代田区岩本町３丁目１−９ NOVEL WORK Iwamotocho B1F,1.0,OK,studio FANTO 東京都千代田区岩本町
国立ミュージカルスタジオ,〒186-0002 東京都国立市東１丁目１-１?２９ 第2いちやまハイツ 3F,http://un-even.com/,042-505-5968,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJ9xTtOAfkGGARGF4dXFM-brc,国立ミュージカルスタジオ,2.7,3.0,〒186-0002 東京都国立市東１丁目１−１−２９ 第2いちやまハイツ 3F,1.0,OK,国立ミュージカルスタジオ 東京都国立市東
塩野啓子バレエスタジオ,〒186-0003 東京都国立市富士見台４丁目12-１,http://shionoballet.jp/,042-577-5663,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJKRepLunjGGARH8hORbUkAqY,塩野啓子バレエスタジオ,,,〒186-0003 東京都国立市富士見台３丁目8−１３ 右1,1.0,OK,塩野啓子バレエスタジオ 東京都国立市富士見台
ナプア アラ オナオナ 恵比寿校,〒150-0013 東京都渋谷区恵比寿１丁目１-６ エビスオークビル1-2F,http://www.napua.jp/,03-3446-0236,,0,3,3,75,S優先度記事×3|複数記事候補×3,ChIJydBK0EGLGGARJ_8EZ_XqgQU,ナプア アラ オナオナ 恵比寿校,,,〒150-0013 東京都渋谷区恵比寿１丁目１−６ エビスオークビル 1 201,1.0,OK,ナプア アラ オナオナ 恵比寿校 東京都渋谷区恵比寿
Studio GENIE,〒124-0012 東京都葛飾区立石６丁目１-６,https://studio-genie.tokyo/,,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJURwAHUqPGGARm8o79DevNw4,Studio GENIE,5.0,3.0,〒124-0012 東京都葛飾区立石６丁目１−６,1.0,OK,Studio GENIE 東京都葛飾区立石
リズムアートダンススタジオ,〒108-0023 東京都港区芝浦４丁目９-１８ グランドパレス田町2F,http://rhythm-art.jp/,03-6809-6610,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJ_Zeqg0yKGGARJUrHY_l5avk,リズムアートダンススタジオ,3.6,11.0,〒108-0023 東京都港区芝浦４丁目９−１８ グランドパレス田町 2F,1.0,OK,リズムアートダンススタジオ 東京都港区芝浦
Studio Faith（スタジオフェイス）浦安校,〒279-0001 千葉県浦安市当代島１丁目１７-１９ 第2岡清ビル 5F,http://www.s-faith.com/urayasu/,047-352-5747,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJlVnFWYCHGGAR7MJg9s7E660,Studio Faith（スタジオフェイス）浦安校,4.5,2.0,〒279-0001 千葉県浦安市当代島１丁目１７−１９ 第2岡清ビル 5F,1.0,OK,Studio Faith（スタジオフェイス）浦安校 千葉県浦安市当代島
仙川 スタジオ 舞仙 レンタルダンススタジオ,〒182-0002 東京都調布市仙川町１丁目１８-２５ 第一富沢ビル 3F,https://sengawa.studiosquare.jp/,03-5822-4050,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJC4qhTv_xGGARSslevxRJ20Q,仙川 スタジオ 舞仙 レンタルダンススタジオ,,,〒182-0002 東京都調布市仙川町１丁目１８−２５ 3F,1.0,OK,仙川 スタジオ 舞仙 レンタルダンススタジオ 東京都調布市仙川町
加藤みや子ダンススペース ANNEX SENGAWA-FACTORY,〒182-0002 東京都調布市仙川町２丁目１８-２１,https://www.asfkdspace.com/,03-3309-7200,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJcUxKObnxGGARk0X9h3oexeA,加藤みや子ダンススペース ANNEX SENGAWA-FACTORY,5.0,5.0,〒182-0002 東京都調布市仙川町２丁目１８−２１,1.0,OK,加藤みや子ダンススペース ANNEX SENGAWA-FACTORY 東京都調布市仙川町
祐天寺 キッズダンス！ Navilla Dance School,〒153-0052 東京都目黒区祐天寺２丁目１５-１６,https://dance-navilla.com/,090-6489-4564,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJrahBePz1GGARrE0GroNmEL4,祐天寺 ダンススクール！ Navilla Dance School,5.0,9.0,〒153-0052 東京都目黒区祐天寺２丁目１５−１６,0.877,OK,祐天寺 キッズダンス！ Navilla Dance School 東京都目黒区祐天寺
Studio ballet with...,〒104-0041 東京都中央区新富１丁目３-１６ 第２アサヒビル １階,https://balletwithyou.com/,070-3786-8505,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJWWEVUE-JGGARJVH8nG0Z_Fo,STUDIO BALLET WITH,5.0,1.0,〒104-0041 東京都中央区新富１丁目３−１６ 第２アサヒビル １階,0.914,OK,Studio ballet with... 東京都中央区新富
rjspace外苑前駅4番出口,〒107-0062 東京都港区南青山２丁目１４-１７ アートメイク・トキ 美容室内 ジョワレ南青山 第18吉田ビル 2F,http://rjspace.com/,,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJq6pa5pyMGGAR93iY-6cz8og,rjspace外苑前駅4番出口,,,〒107-0062 東京都港区南青山２丁目１４−１７ ジョワレ南青山 第18吉田ビル 2F アートメイク・トキ 美容室内,1.0,OK,rjspace外苑前駅4番出口 東京都港区南青山
ダンススクエア 浦安スタジオ,〒279-0002 千葉県浦安市北栄１丁目１-１５ 3階,http://d-s-u-s.com/,,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJdSNdAYCHGGARjk1QGm0uoB8,ダンススクエア 浦安スタジオ,5.0,2.0,〒279-0002 千葉県浦安市北栄１丁目１−１５ 3階,1.0,OK,ダンススクエア 浦安スタジオ 千葉県浦安市北栄
CurioSpace多摩センター,〒206-0042 東京都多摩市山王下１丁目13-１２ パールプラザ 204号,https://upnow.jp/curiospace/tamacenterstudio,050-3101-4159,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJ48w80XzjGGARnGkXkOP4KsY,CurioSpace多摩センター ダンススタジオ,2.0,4.0,〒206-0042 東京都多摩市山王下１丁目13−１２ パールプラザ 204号,0.821,OK,CurioSpace多摩センター 東京都多摩市山王下
ダンススタジオ・レンタルスタジオ_DANCE SPACE 365,〒156-0041 東京都世田谷区大原１丁目２４-４ ローザ新代田 B1-2号室,https://www.dancespace365.com/,,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJYfCKqkHzGGAR1sSVwO6L8eQ,レンタルスタジオ・ダンススタジオ_DANCE SPACE 365,4.9,11.0,〒156-0041 東京都世田谷区大原１丁目２４−４ ローザ新代田 B1-2号室,0.821,OK,ダンススタジオ・レンタルスタジオ_DANCE SPACE 365 東京都世田谷区大原
バレエアーツ秋葉原,〒101-0021 東京都千代田区外神田３丁目４-７ 昌平童夢館,http://ballet-kba.com/,,,0,3,3,75,S優先度記事×3|複数記事候補×3,ChIJxzVjgh6MGGARbdRAZaiDrLQ,バレエアーツ秋葉原,,,〒101-0021 東京都千代田区外神田３丁目４−７ 昌平童夢館 ５F,1.0,OK,バレエアーツ秋葉原 東京都千代田区外神田
スタジオリリオ＆カフェ,〒125-0061 東京都葛飾区２９ 亀有3-29-1リリオ弐番館B1,,03-6662-6054,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJsYTESI-PGGARREMz1qNc5Dg,スタジオリリオ＆カフェ,3.0,1.0,〒125-0061 東京都葛飾区亀有３丁目２９ 亀有3-29-1リリオ弐番館B1,1.0,OK,スタジオリリオ＆カフェ 東京都葛飾区２９ 亀有3-29-1リリオ弐番館B1
自由が丘フラスタジオ LAKI ALOHA,〒158-0083 東京都世田谷区奥沢２丁目４５-８,https://lakialoha.com/,050-5328-4863,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJj5BfViH1GGARDF184wGiM3o,自由が丘フラスタジオ LAKI ALOHA,5.0,8.0,〒158-0083 東京都世田谷区奥沢２丁目４５−８,1.0,OK,自由が丘フラスタジオ LAKI ALOHA 東京都世田谷区奥沢
広尾ピースオブモダンダンススタジオ,〒106-0047 東京都港区南麻布５丁目１３-１２,https://pomdance.com/,03-6277-1052,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJAQAAANOKGGARZdlRSvj8UZ8,広尾ピースオブモダンダンススタジオ,,,〒106-0047 東京都港区南麻布５丁目１３−１２,1.0,OK,広尾ピースオブモダンダンススタジオ 東京都港区南麻布
三軒茶屋 銀杏の葉 レンタルダンススタジオ,〒154-0004 東京都世田谷区太子堂１丁目４-３３ アークビル 3F,https://icho.studiosquare.jp/,03-5822-4050,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJsS5mPlL1GGARngJZB1jBBhk,三軒茶屋 銀杏の葉 レンタルダンススタジオ,,,〒154-0004 東京都世田谷区太子堂１丁目４−３３ アークビル 3F,1.0,OK,三軒茶屋 銀杏の葉 レンタルダンススタジオ 東京都世田谷区太子堂
学園坂スタジオ,〒187-0043 東京都小平市学園東町７-７ 1-7-41 ナカムラ ビル 3F,https://www.gakuenzaka.com/,042-202-0423,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJs5AFUITmGGAR79P8CXD88Ws,学園坂スタジオ,5.0,4.0,〒187-0043 東京都小平市学園東町１丁目７−４１ ナカムラビル 3F,1.0,OK,学園坂スタジオ 東京都小平市学園東町７-７ 1-7-41 ナカムラ ビル 3F
STUDIO ENOCH,〒183-0014 東京都府中市是政５丁目6-6 104,https://studio-enoch.jp/,070-2832-1221,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJu-CvsdjlGGARj3W9kp4XH5Y,STUDIO ENOCH（スタジオ エノック）,5.0,3.0,〒183-0014 東京都府中市是政５丁目6−６ 104,0.688,OK,STUDIO ENOCH 東京都府中市是政
シライシダンススタジオ,〒106-0047 東京都港区南麻布５丁目１０-２６ ＯＲＥ広尾ビル ２階,http://shiraishidance.com/,03-6450-4143,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJMUPaZHKLGGARd9Obl7raOEA,シライシダンススタジオ,4.0,4.0,〒106-0047 東京都港区南麻布５丁目１０−２６ ２階,1.0,OK,シライシダンススタジオ 東京都港区南麻布
ティーアイエス（株）,〒150-0021 東京都渋谷区恵比寿西１丁目３０-１４ エコー代官山,http://tisandyou.jp/,03-3476-0082,,0,3,3,75,S優先度記事×3|複数記事候補×3,ChIJa1uoGkSLGGARIjs1cwQ64Fk,ティーアイエス㈱,,,〒150-0021 東京都渋谷区恵比寿西１丁目３０−１４ エコー代官山,0.778,OK,ティーアイエス（株） 東京都渋谷区恵比寿西
スタジオ in フットサルステージ（多摩センター）,〒206-0033 東京都多摩市落合１丁目４７ ニューシティ多摩センタービル ８F,http://futsal-stage.com/studio/,042-316-7231,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJE2RpQAzjGGARw7F3rbC2LrM,スタジオ in フットサルステージ（多摩センター）,,,〒206-0033 東京都多摩市落合１丁目４７ ニューシティ多摩センタービル ８F,1.0,OK,スタジオ in フットサルステージ（多摩センター） 東京都多摩市落合
ファーストクラブ,〒187-0043 東京都小平市学園東町１丁目７-４１-４,http://amusementbarmr1stx.wixsite.com/mr1stx,042-313-4155,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJ1308UITmGGARmGm5g7j8LWw,ファーストクラブ,3.5,4.0,〒187-0043 東京都小平市学園東町１丁目７−４１−４,1.0,OK,ファーストクラブ 東京都小平市学園東町
自由が丘 セレナヴィータ レンタルスタジオ,〒152-0035 東京都目黒区自由が丘２丁目３-１２ ２Ｆ－Ｂ セレナヴィータ自由が丘,https://jiyugaoka.studiosquare.jp/,03-5822-4050,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJXXJlbOH0GGARz1_vjV2E7gQ,自由が丘 セレナヴィータ レンタルスタジオ,,,〒152-0035 東京都目黒区自由が丘２丁目３−１２ セレナヴィータ自由が丘 ２Ｆ－Ｂ,1.0,OK,自由が丘 セレナヴィータ レンタルスタジオ 東京都目黒区自由が丘
スタジオ・アヴァンティ,〒189-0014 東京都東村山市本町２丁目２１-３ ファーストステージ東村山,https://www.a-dance.com/,042-397-1475,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現,ChIJIYq8BWnnGGARlJPAky46bp4,アヴァンティ,4.4,15.0,〒189-0023 東京都東村山市本町２丁目21−3(1 階・地下,0.75,OK,スタジオ・アヴァンティ 東京都東村山市本町
渋谷・代官山・バレエ,〒150-0034 東京都渋谷区代官山町７-５ ブリルビル,https://shibuya-daikanyama-ballet.com/,03-6455-2879,,0,3,3,75,S優先度記事×3|複数記事候補×3,ChIJv2Ri60SLGGARPZB_BJ_M6S4,渋谷・代官山・バレエ,,,〒150-0034 東京都渋谷区代官山町７−５,1.0,OK,渋谷・代官山・バレエ 東京都渋谷区代官山町７?５ ブリルビル
