article_title,article_type,article_priority,studio_title,address,dslurl,is_partner,primary_area,candidate_areas,primary_station,candidate_stations,distance_to_primary_station_m,article_station,distance_to_article_station_m,article_match_method,article_match_reason,rental_fit_score,rental_fit_reason,suspicious_location,fallback_allowed
有楽町駅のレンタルダンススタジオおすすめ,駅,A,レンタルスタジオ HIKARI 築地,〒104-0045 東京都中央区築地２丁目１-１７ 陽光築地ビル 地下一階,,0,銀座,銀座|日本橋|八丁堀|月島,有楽町駅,有楽町駅,1023.0,有楽町駅,1166.7,station_distance,haversine:有楽町駅(≤1200m),50,+20(rental=1)|+30(レンタルスタジオ),0,1
有楽町駅のレンタルダンススタジオおすすめ,駅,A,レンタルスタジオ・レンタルスペース ZEAL STUDIOS,〒105-0004 東京都港区新橋３丁目５-１０ 新三ビル B1F,,0,六本木,六本木|赤坂|麻布|新橋,新橋駅,新橋駅|浜松町駅,347.0,有楽町駅,1192.9,station_distance,haversine:有楽町駅(≤1200m),50,+20(rental=1)|+30(レンタルスタジオ),0,1
有楽町駅のレンタルダンススタジオおすすめ,駅,A,銀座花道スタジオ,〒104-0061 東京都中央区銀座３丁目１４-１８ 小野寺ビル 2F,,0,銀座,銀座|日本橋|八丁堀|月島,有楽町駅,有楽町駅|新橋駅,772.0,有楽町駅,902.3,station_distance,haversine:有楽町駅(≤1200m),20,+20(rental=1),0,1
有楽町駅のレンタルダンススタジオおすすめ,駅,A,大人バレエシェリ 東京銀座スタジオ,〒104-0061 東京都中央区銀座５丁目１４-６ 橋ビルⅡ B1,,0,銀座,銀座|日本橋|八丁堀|月島,有楽町駅,有楽町駅|新橋駅,798.0,有楽町駅,891.7,station_distance,haversine:有楽町駅(≤1200m),20,+20(rental=1),0,1
有楽町駅のレンタルダンススタジオおすすめ,駅,A,第一ホテル東京 フィットネス&アクアゾーン,〒100-0011 東京都千代田区内幸町１丁目５-３ 新幸橋ビルディング ビル内,,0,秋葉原,秋葉原,新橋駅,新橋駅|有楽町駅,357.0,有楽町駅,769.7,station_distance,haversine:有楽町駅(≤1200m),20,+20(rental=1),0,1
有楽町駅のレンタルダンススタジオおすすめ,駅,A,レンタルスタジオAivic築地,東京都中央区築地2-10-9 HARVEY築地4階,https://dance-studio-lab.com/room/Y2UzMzcxZTMtNDhlNS00ODEwLWJlOGYtZjA1ZjM5Y2YxNjE0/detail,1,銀座,銀座,築地駅,築地駅|新富町駅|東銀座駅|八丁堀駅|宝町駅|銀座一丁目駅|銀座駅|京橋駅|有楽町駅|月島駅,84.0,有楽町駅,1245.4,candidate_stations_fallback,candidate_station_fallback:有楽町駅,80,+30(dslurl)|+20(rental=1)|+30(レンタルスタジオ),0,1
有楽町駅のレンタルダンススタジオおすすめ,駅,A,レンタルスタジオAivic新橋,"東京都港区西新橋1-16-14 宮川ビル4階
",https://dance-studio-lab.com/room/M2EyMzEzOTUtMjkwNC00MmRlLWI3YWEtYjBiMmM1NGUzYzhl/detail,1,六本木,六本木,新橋駅,新橋駅|虎ノ門駅|虎ノ門ヒルズ駅|汐留駅|日比谷駅|神谷町駅|銀座駅|有楽町駅|東銀座駅|大門駅,408.0,有楽町駅,1061.4,station_distance,haversine:有楽町駅(≤1200m),80,+30(dslurl)|+20(rental=1)|+30(レンタルスタジオ),0,1
町田駅のレンタルダンススタジオおすすめ,駅,A,Caribbean explosion,〒194-0012 東京都町田市金森１丁目３-１ Hamanoya 202,,0,町田,町田,町田駅,町田駅,991.0,町田駅,1130.0,station_distance,haversine:町田駅(≤1200m),20,+20(rental=1),0,1
町田駅のレンタルダンススタジオおすすめ,駅,A,Funky Gang Dance Studio,〒194-0022 東京都町田市森野１丁目９-１７ B1,,0,町田,町田,町田駅,町田駅,566.0,町田駅,423.8,station_distance,haversine:町田駅(≤1200m),45,+20(rental=1)|+25(ダンススタジオ),0,1
町田駅のレンタルダンススタジオおすすめ,駅,A,YOKOTA BASE STUDIO,〒194-0013 東京都町田市原町田１丁目６-２４ 田島第二ビル,,0,町田,町田,町田駅,町田駅,257.0,町田駅,401.7,station_distance,haversine:町田駅(≤1200m),20,+20(rental=1),0,1
町田駅のレンタルダンススタジオおすすめ,駅,A,クラウドナインスタジオ 町田店,〒194-0013 東京都町田市原町田４丁目１１-１４ コロンブスビル 6F,,0,町田,町田,町田駅,町田駅,213.0,町田駅,300.6,station_distance,haversine:町田駅(≤1200m),20,+20(rental=1),0,1
町田駅のレンタルダンススタジオおすすめ,駅,A,レンタルスタジオ マイレッスン 町田スタジオ2号,〒194-0021 東京都町田市中町１丁目１５-１１,,0,町田,町田,町田駅,町田駅,541.0,町田駅,427.3,station_distance,haversine:町田駅(≤1200m),50,+20(rental=1)|+30(レンタルスタジオ),0,1
町田駅のレンタルダンススタジオおすすめ,駅,A,ボイトレ＆ダンスの NAYUTAS（ナユタス）町田校,〒194-0022 東京都町田市森野１丁目１４-９ ＭＫビル 森野2F,,0,町田,町田,町田駅,町田駅,352.0,町田駅,226.4,station_distance,haversine:町田駅(≤1200m),20,+20(rental=1),0,1
町田駅のレンタルダンススタジオおすすめ,駅,A,レンタルスタジオ STUDIO ZERO 町田ターミナル口店,〒194-0013 東京都町田市原町田４丁目７-３ 内藤ビル 地下1階B5号室,,0,町田,町田,町田駅,町田駅,265.0,町田駅,396.1,station_distance,haversine:町田駅(≤1200m),50,+20(rental=1)|+30(レンタルスタジオ),0,1
目黒駅のレンタルダンススタジオおすすめ,駅,A,Hidemi Dancing Vida,〒141-0021 東京都品川区上大崎２丁目１０-３２ フラワープラザビル 202,,0,品川,品川|五反田|大井町|目黒,目黒駅,目黒駅|五反田駅,198.0,目黒駅,261.7,station_distance,haversine:目黒駅(≤1200m),20,+20(rental=1),0,1
目黒駅のレンタルダンススタジオおすすめ,駅,A,Mailani feel art studio,〒153-0064 東京都目黒区下目黒５丁目１-１２ 2F,,0,中目黒,中目黒,目黒駅,目黒駅,1183.0,目黒駅,1143.8,station_distance,haversine:目黒駅(≤1200m),20,+20(rental=1),0,1
目黒駅のレンタルダンススタジオおすすめ,駅,A,Pole and Aerial Studio POLISH五反田,〒141-0031 東京都品川区西五反田１丁目５-２ トラヤビル 7階,,0,品川,品川|五反田|大井町|目黒,五反田駅,五反田駅|大崎駅|目黒駅,112.0,目黒駅,1146.7,station_distance,haversine:目黒駅(≤1200m),20,+20(rental=1),0,1
目黒駅のレンタルダンススタジオおすすめ,駅,A,SoyLatte STUDIO,〒141-0031 東京都品川区西五反田２丁目１７-８ 管野ビル ３F,,0,品川,品川|五反田|大井町|目黒,五反田駅,五反田駅|目黒駅|大崎駅,203.0,目黒駅,944.7,station_distance,haversine:目黒駅(≤1200m),20,+20(rental=1),0,1
目黒駅のレンタルダンススタジオおすすめ,駅,A,ZITA アルゼンチンタンゴ,"Tokyo, 塚原ビル 4F, ２丁目-２７-２ 上大崎 品川区 東京都 141-0021",,0,品川,品川|五反田|大井町|目黒,目黒駅,目黒駅|五反田駅,83.0,目黒駅,113.0,station_distance,haversine:目黒駅(≤1200m),20,+20(rental=1),0,1
目黒駅のレンタルダンススタジオおすすめ,駅,A,スタジオ エモーティフ,〒141-0031 東京都品川区西五反田５丁目２２-５ 藤ハイム B1F,,0,品川,品川|五反田|大井町|目黒,五反田駅,五反田駅,911.0,目黒駅,1138.1,station_distance,haversine:目黒駅(≤1200m),20,+20(rental=1),0,1
目黒駅のレンタルダンススタジオおすすめ,駅,A,スタジオペンタ五反田店,〒141-0022 東京都品川区東五反田１丁目１２-９,,0,品川,品川|五反田|大井町|目黒,五反田駅,五反田駅|大崎駅|目黒駅,169.0,目黒駅,1116.9,station_distance,haversine:目黒駅(≤1200m),20,+20(rental=1),0,1
目黒駅のレンタルダンススタジオおすすめ,駅,A,ピアノスタジオノア 不動前店,〒141-0031 東京都品川区西五反田４丁目３２-１４,,0,品川,品川|五反田|大井町|目黒,五反田駅,五反田駅|目黒駅,878.0,目黒駅,846.1,station_distance,haversine:目黒駅(≤1200m),20,+20(rental=1),0,1
目黒駅のレンタルダンススタジオおすすめ,駅,A,レンタルスタジオ,〒150-0013 東京都渋谷区恵比寿３丁目９-１５ 4階,,0,渋谷,渋谷|恵比寿|代官山|原宿,恵比寿駅,恵比寿駅|目黒駅,654.0,目黒駅,1181.7,station_distance,haversine:目黒駅(≤1200m),70,+20(rental=1)|+30(レンタルスタジオ)|+20(web),0,1
目黒駅のレンタルダンススタジオおすすめ,駅,A,Studio Bis,〒141-0031 東京都品川区西五反田２丁目１０-８ ドルミ五反田ドゥメゾン 3階,,0,品川,品川|五反田|大井町|目黒,五反田駅,五反田駅|目黒駅|大崎駅,246.0,目黒駅,848.5,station_distance,haversine:目黒駅(≤1200m),20,+20(rental=1),0,1
目黒駅のレンタルダンススタジオおすすめ,駅,A,恵比寿ガーデンプレイス,〒150-0013 東京都渋谷区恵比寿４丁目２０,,0,渋谷,渋谷|恵比寿|代官山|原宿,恵比寿駅,恵比寿駅|目黒駅,576.0,目黒駅,1018.9,station_distance,haversine:目黒駅(≤1200m),20,+20(rental=1),0,1
目黒駅のレンタルダンススタジオおすすめ,駅,A,恵比寿ガーデンプレイスタワー,〒150-6003 東京都渋谷区恵比寿４丁目２０-３,,0,渋谷,渋谷|恵比寿|代官山|原宿,恵比寿駅,恵比寿駅|目黒駅,583.0,目黒駅,993.5,station_distance,haversine:目黒駅(≤1200m),20,+20(rental=1),0,1
目黒駅のレンタルダンススタジオおすすめ,駅,A,恵比寿ヒルサイドスタジオ,〒150-0022 東京都渋谷区恵比寿南２丁目２１-８ 恵比寿ファインヒル B１,,0,渋谷,渋谷|恵比寿|代官山|原宿,恵比寿駅,恵比寿駅|目黒駅,453.0,目黒駅,1157.7,station_distance,haversine:目黒駅(≤1200m),20,+20(rental=1),0,1
目黒駅のレンタルダンススタジオおすすめ,駅,A,水村繁子フラメンコスタジオ,〒153-0064 東京都目黒区下目黒２丁目２１-７,,0,中目黒,中目黒,目黒駅,目黒駅,605.0,目黒駅,564.8,station_distance,haversine:目黒駅(≤1200m),20,+20(rental=1),0,1
目黒駅のレンタルダンススタジオおすすめ,駅,A,池田山ノブレスレンタルスタジオ（五反田駅）,〒141-0022 東京都品川区東五反田５丁目２４-７ ノブレス池田山 B1階,,0,品川,品川|五反田|大井町|目黒,五反田駅,五反田駅|大崎駅|目黒駅,120.0,目黒駅,984.3,station_distance,haversine:目黒駅(≤1200m),50,+20(rental=1)|+30(レンタルスタジオ),0,1
目黒駅のレンタルダンススタジオおすすめ,駅,A,白金台恵比寿ミュージックスタジオ,〒108-0071 東京都港区白金台５丁目２-５ 502,,0,六本木,六本木|赤坂|麻布|新橋,目黒駅,目黒駅|恵比寿駅,1050.0,目黒駅,1116.4,station_distance,haversine:目黒駅(≤1200m),20,+20(rental=1),0,1
立川駅のレンタルダンススタジオおすすめ,駅,A,U210 【立川レンタルダンススタジオ】,〒190-0022 東京都立川市錦町２丁目２-２８ ＹＳ立川第二ビル １階,,0,立川,立川,立川駅,立川駅,406.0,立川駅,393.2,station_distance,haversine:立川駅(≤1200m),60,+20(rental=1)|+40(レンタルダンス),0,1
立川駅のレンタルダンススタジオおすすめ,駅,A,エーススタジオ,〒190-0022 東京都立川市錦町１丁目１０-９ 米澤ビル 2F,,0,立川,立川,立川駅,立川駅,698.0,立川駅,673.1,station_distance,haversine:立川駅(≤1200m),20,+20(rental=1),0,1
立川駅のレンタルダンススタジオおすすめ,駅,A,スタジオ ACTY,〒190-0023 東京都立川市柴崎町３丁目１４-６,,0,立川,立川,立川駅,立川駅,521.0,立川駅,533.4,station_distance,haversine:立川駅(≤1200m),20,+20(rental=1),0,1
立川駅のレンタルダンススタジオおすすめ,駅,A,スタジオ ランディン 立川校,〒190-0022 東京都立川市錦町２丁目２-５ アオイビル 2F,,0,立川,立川,立川駅,立川駅,411.0,立川駅,391.6,station_distance,haversine:立川駅(≤1200m),20,+20(rental=1),0,1
立川駅のレンタルダンススタジオおすすめ,駅,A,ベストスタジオ立川,〒190-0022 東京都立川市錦町２丁目１-１０ エリア立川 302号室,,0,立川,立川,立川駅,立川駅,348.0,立川駅,333.9,station_distance,haversine:立川駅(≤1200m),20,+20(rental=1),0,1
立川駅のレンタルダンススタジオおすすめ,駅,A,レンタルスタジオ STUDIO ZERO 立川南口店,〒190-0023 東京都立川市柴崎町２丁目７-８ エクセル立川 B1F,,0,立川,立川,立川駅,立川駅,501.0,立川駅,527.6,station_distance,haversine:立川駅(≤1200m),50,+20(rental=1)|+30(レンタルスタジオ),0,1
立川駅のレンタルダンススタジオおすすめ,駅,A,レンタルスタジオ マイレッスン 立川店,〒190-0023 東京都立川市柴崎町２丁目６-３ まるごビル,,0,立川,立川,立川駅,立川駅,410.0,立川駅,436.0,station_distance,haversine:立川駅(≤1200m),50,+20(rental=1)|+30(レンタルスタジオ),0,1
立川駅のレンタルダンススタジオおすすめ,駅,A,レンタルスタジオ C-STUDIO,〒190-0022 東京都立川市錦町１丁目１０-２３ 光洋ビル 3F,,0,立川,立川,立川駅,立川駅,635.0,立川駅,610.8,station_distance,haversine:立川駅(≤1200m),50,+20(rental=1)|+30(レンタルスタジオ),0,1
立川駅のレンタルダンススタジオおすすめ,駅,A,レンタルスタジオreimei Tachikawa,〒190-0022 東京都立川市錦町２丁目１-３５ Ktd 錦町ビル 2F,,0,立川,立川,立川駅,立川駅,279.0,立川駅,266.2,station_distance,haversine:立川駅(≤1200m),50,+20(rental=1)|+30(レンタルスタジオ),0,1
立川駅のレンタルダンススタジオおすすめ,駅,A,山田誠ダンススタジオ,〒190-0012 東京都立川市曙町２丁目３２-２ 中山本社ビル,,0,立川,立川,立川駅,立川駅,441.0,立川駅,428.2,station_distance,haversine:立川駅(≤1200m),45,+20(rental=1)|+25(ダンススタジオ),0,1
蒲田駅のレンタルダンススタジオおすすめ,駅,A,アメリカンスタイル専門の社交ダンスサークル 【Sunday Dance Cafe】,〒144-0051 東京都大田区西蒲田６丁目３２-１３ 月村マンション １F,,0,蒲田,蒲田,蒲田駅,蒲田駅,633.0,蒲田駅,580.3,station_distance,haversine:蒲田駅(≤1200m),20,+20(rental=1),0,1
蒲田駅のレンタルダンススタジオおすすめ,駅,A,蒲田COZYレンタルダンススタジオ,〒144-0052 東京都大田区蒲田５丁目６-１２ イワシタビル 2F,,0,蒲田,蒲田,蒲田駅,蒲田駅,257.0,蒲田駅,356.7,station_distance,haversine:蒲田駅(≤1200m),60,+20(rental=1)|+40(レンタルダンス),0,1
蒲田駅のレンタルダンススタジオおすすめ,駅,A,梅屋敷スタジオ５０１,〒144-0052 東京都大田区蒲田２丁目２２-１３,,0,蒲田,蒲田,蒲田駅,蒲田駅,956.0,蒲田駅,1053.1,station_distance,haversine:蒲田駅(≤1200m),20,+20(rental=1),0,1
表参道駅のレンタルダンススタジオおすすめ,駅,A,原宿ダンススタジオ SHIN RENTAL STUDIO,〒151-0051 東京都渋谷区千駄ケ谷３丁目６０-４ 地下1階,,0,渋谷,渋谷|恵比寿|代官山|原宿,原宿駅,原宿駅|代々木駅|表参道駅,479.0,表参道駅,1146.5,station_distance,haversine:表参道駅(≤1200m),70,+20(rental=1)|+30(レンタルスタジオ)|+20(web),0,1
表参道駅のレンタルダンススタジオおすすめ,駅,A,ナ・ホク・オ・カヘアラニ フラ＆タヒチアン,〒107-0061 東京都港区北青山３丁目５-９ KAZU表参道 202号室,,0,六本木,六本木|赤坂|麻布|新橋,表参道駅,表参道駅|外苑前駅|原宿駅,242.0,表参道駅,241.5,station_distance,haversine:表参道駅(≤1200m),20,+20(rental=1),0,1
表参道駅のレンタルダンススタジオおすすめ,駅,A,CARDIO BARRE SHIBUYA (カーディオ・バー 渋谷店),〒150-0002 東京都渋谷区渋谷１丁目１４-１１ BCサロン 地下１階,,0,渋谷,渋谷|恵比寿|代官山|原宿,渋谷駅,渋谷駅|表参道駅|原宿駅,222.0,表参道駅,1054.6,station_distance,haversine:表参道駅(≤1200m),20,+20(rental=1),0,1
表参道駅のレンタルダンススタジオおすすめ,駅,A,BUZZ レンタルスタジオ 渋谷東口SQUARE店,〒150-0002 東京都渋谷区渋谷２丁目２２-８ 名取ビル 1F,,0,渋谷,渋谷|恵比寿|代官山|原宿,渋谷駅,渋谷駅|表参道駅,177.0,表参道駅,1097.8,station_distance,haversine:表参道駅(≤1200m),50,+20(rental=1)|+30(レンタルスタジオ),0,1
表参道駅のレンタルダンススタジオおすすめ,駅,A,"in the house / Shibuya ""Gallery""",〒150-0001 東京都渋谷区神宮前６丁目２３-１２,,0,渋谷,渋谷|恵比寿|代官山|原宿,原宿駅,原宿駅|渋谷駅|表参道駅,573.0,表参道駅,905.6,station_distance,haversine:表参道駅(≤1200m),20,+20(rental=1),0,1
表参道駅のレンタルダンススタジオおすすめ,駅,A,『bco』 Private lesson/salon,〒150-0001 東京都渋谷区神宮前１丁目２１-１５ 2F奥 ナポレ原宿,,0,渋谷,渋谷|恵比寿|代官山|原宿,原宿駅,原宿駅|表参道駅|代々木駅,255.0,表参道駅,1117.9,station_distance,haversine:表参道駅(≤1200m),20,+20(rental=1),0,1
表参道駅のレンタルダンススタジオおすすめ,駅,A,dスタ（レンタルスタジオ）,〒107-0062 東京都港区南青山２丁目２４-１５ 青山タワービル 15F,,0,六本木,六本木|赤坂|麻布|新橋,外苑前駅,外苑前駅|青山一丁目駅|表参道駅,68.0,表参道駅,780.0,station_distance,haversine:表参道駅(≤1200m),50,+20(rental=1)|+30(レンタルスタジオ),0,1
表参道駅のレンタルダンススタジオおすすめ,駅,A,JOINT STUDO Harajuku,〒150-0001 東京都渋谷区神宮前４丁目２９-９ Ondenビル B1,,0,渋谷,渋谷|恵比寿|代官山|原宿,原宿駅,原宿駅|表参道駅|外苑前駅,400.0,表参道駅,629.1,station_distance,haversine:表参道駅(≤1200m),20,+20(rental=1),0,1
表参道駅のレンタルダンススタジオおすすめ,駅,A,rjspace外苑前駅4番出口,〒107-0062 東京都港区南青山２丁目１４-１７ アートメイク・トキ 美容室内 ジョワレ南青山 第18吉田ビル 2F,,0,六本木,六本木|赤坂|麻布|新橋,外苑前駅,外苑前駅|青山一丁目駅|表参道駅,247.0,表参道駅,919.8,station_distance,haversine:表参道駅(≤1200m),20,+20(rental=1),0,1
表参道駅のレンタルダンススタジオおすすめ,駅,A,SOUTH MINT STUDIO 南青山,〒107-0062 東京都港区南青山２丁目２７-２０ B1F,,0,六本木,六本木|赤坂|麻布|新橋,外苑前駅,外苑前駅|表参道駅|青山一丁目駅,167.0,表参道駅,555.2,station_distance,haversine:表参道駅(≤1200m),20,+20(rental=1),0,1
表参道駅のレンタルダンススタジオおすすめ,駅,A,FLASHスタジオ,〒150-0002 東京都渋谷区渋谷１丁目１０-２ グローリア宮益坂III 東館 3F,,0,渋谷,渋谷|恵比寿|代官山|原宿,渋谷駅,渋谷駅|表参道駅|原宿駅,428.0,表参道駅,828.0,station_distance,haversine:表参道駅(≤1200m),20,+20(rental=1),0,1
表参道駅のレンタルダンススタジオおすすめ,駅,A,キャナリー,〒150-0002 東京都渋谷区渋谷１丁目４-６,,0,渋谷,渋谷|恵比寿|代官山|原宿,渋谷駅,渋谷駅|表参道駅|原宿駅,509.0,表参道駅,753.7,station_distance,haversine:表参道駅(≤1200m),20,+20(rental=1),0,1
表参道駅のレンタルダンススタジオおすすめ,駅,A,スタジオ レンズマン青山,〒107-0062 東京都港区南青山２丁目１０-１１ 南青山パールハイム 1F,,0,六本木,六本木|赤坂|麻布|新橋,青山一丁目駅,青山一丁目駅|外苑前駅|表参道駅,316.0,表参道駅,1015.1,station_distance,haversine:表参道駅(≤1200m),20,+20(rental=1),0,1
表参道駅のレンタルダンススタジオおすすめ,駅,A,スタジオタップ７２,〒150-0002 東京都渋谷区渋谷１丁目９-5 B2F ナスタックビル,,0,渋谷,渋谷|恵比寿|代官山|原宿,渋谷駅,渋谷駅|表参道駅|原宿駅,371.0,表参道駅,885.0,station_distance,haversine:表参道駅(≤1200m),20,+20(rental=1),0,1
表参道駅のレンタルダンススタジオおすすめ,駅,A,すむぞうスタジオ,〒150-0041 東京都渋谷区神南１丁目１１-５ ダイネス壱番館渋谷 B1,,0,渋谷,渋谷|恵比寿|代官山|原宿,渋谷駅,渋谷駅|原宿駅|表参道駅,503.0,表参道駅,1057.8,station_distance,haversine:表参道駅(≤1200m),20,+20(rental=1),0,1
表参道駅のレンタルダンススタジオおすすめ,駅,A,タヒチアンダンススタジオ ライマーラマ表参道,〒150-0001 東京都渋谷区神宮前５丁目１３-１４,,0,渋谷,渋谷|恵比寿|代官山|原宿,表参道駅,表参道駅|原宿駅|渋谷駅,493.0,表参道駅,494.4,station_distance,haversine:表参道駅(≤1200m),45,+20(rental=1)|+25(ダンススタジオ),0,1
表参道駅のレンタルダンススタジオおすすめ,駅,A,ノートルスタジオ,〒107-0062 東京都港区南青山３丁目５-１ O&K 南青山,,0,六本木,六本木|赤坂|麻布|新橋,外苑前駅,外苑前駅|表参道駅|青山一丁目駅,384.0,表参道駅,429.5,station_distance,haversine:表参道駅(≤1200m),20,+20(rental=1),0,1
表参道駅のレンタルダンススタジオおすすめ,駅,A,メゾン・ドゥ・バレエ南青山（MAISON DE BALLET Minami-Aoyama）,〒107-0062 東京都港区南青山４丁目２５-１２,,0,六本木,六本木|赤坂|麻布|新橋,表参道駅,表参道駅|外苑前駅|青山一丁目駅,564.0,表参道駅,563.2,station_distance,haversine:表参道駅(≤1200m),20,+20(rental=1),0,1
表参道駅のレンタルダンススタジオおすすめ,駅,A,レンタルスタジオ Starshine,〒107-0061 東京都港区北青山３丁目５ 9KAZU表参道 202,,0,六本木,六本木|赤坂|麻布|新橋,表参道駅,表参道駅|外苑前駅|原宿駅,76.0,表参道駅,75.6,station_distance,haversine:表参道駅(≤1200m),50,+20(rental=1)|+30(レンタルスタジオ),0,1
表参道駅のレンタルダンススタジオおすすめ,駅,A,外苑前アイランドスタジオ,〒150-0001 東京都渋谷区神宮前３丁目１-２５ 神宮前Ikビル 2階,,0,渋谷,渋谷|恵比寿|代官山|原宿,外苑前駅,外苑前駅|表参道駅|青山一丁目駅,322.0,表参道駅,560.0,station_distance,haversine:表参道駅(≤1200m),20,+20(rental=1),0,1
表参道駅のレンタルダンススタジオおすすめ,駅,A,宮益坂十間スタジオ,〒150-0002 東京都渋谷区渋谷１丁目１０-７ Ⅲ B1 (受付・Bスタジオ)、北館5F(Aスタジオ 宮益坂Stビル,,0,渋谷,渋谷|恵比寿|代官山|原宿,渋谷駅,渋谷駅|表参道駅|原宿駅,406.0,表参道駅,848.8,station_distance,haversine:表参道駅(≤1200m),20,+20(rental=1),0,1
表参道駅のレンタルダンススタジオおすすめ,駅,A,渋谷RIZEスタジオ,〒150-0041 東京都渋谷区神南１丁目１３-４ Idoビル 2階A号室,,0,渋谷,渋谷|恵比寿|代官山|原宿,渋谷駅,渋谷駅|原宿駅|表参道駅,582.0,表参道駅,1096.1,station_distance,haversine:表参道駅(≤1200m),20,+20(rental=1),0,1
表参道駅のレンタルダンススタジオおすすめ,駅,A,東急スポーツオアシス 青山,"〒107-0061 東京都港区北青山２丁目８-４４, Tepia, B2F",,0,六本木,六本木|赤坂|麻布|新橋,外苑前駅,外苑前駅|青山一丁目駅|表参道駅,332.0,表参道駅,963.7,station_distance,haversine:表参道駅(≤1200m),20,+20(rental=1),0,1
表参道駅のレンタルダンススタジオおすすめ,駅,A,表参道レンタルスタジオ スタジオ ティノラス,〒107-0062 東京都港区南青山５丁目１３-９,,0,六本木,六本木|赤坂|麻布|新橋,表参道駅,表参道駅|外苑前駅|渋谷駅,491.0,表参道駅,490.8,station_distance,haversine:表参道駅(≤1200m),50,+20(rental=1)|+30(レンタルスタジオ),0,1
表参道駅のレンタルダンススタジオおすすめ,駅,A,Hina STUDIO（ヒナスタジオ）【目黒スタジオ】,東京都渋谷区神宮前6-23-11 パークサイドハイツ303,,0,渋谷,渋谷,明治神宮前〈原宿〉駅,明治神宮前〈原宿〉駅|原宿駅|渋谷駅|表参道駅|神泉駅|代々木公園駅|代々木八幡駅|北参道駅|外苑前駅|参宮橋駅,488.0,表参道駅,907.0,station_distance,haversine:表参道駅(≤1200m),20,+20(rental=1),0,1
表参道駅のレンタルダンススタジオおすすめ,駅,A,チェリッシュスタジオ11号館/12号館/13号館/14号館,東京都港区西麻布-2-21-22 WEST麻布2791ビル2階,https://dance-studio-lab.com/room/ZmMxMTg1ZGQtMjUyZS00NjZlLWE3YzMtZjllNWM1N2JhNTdj/detail,1,六本木,六本木,表参道駅,表参道駅|乃木坂駅|外苑前駅|広尾駅|六本木駅|青山一丁目駅|麻布十番駅|明治神宮前〈原宿〉駅|渋谷駅|六本木一丁目駅,809.0,表参道駅,791.7,station_distance,haversine:表参道駅(≤1200m),50,+30(dslurl)|+20(rental=1),0,1
西武新宿駅のレンタルダンススタジオおすすめ,駅,A,ソニズレンタルスタジオ新宿店,〒160-0023 東京都新宿区西新宿７丁目２２-３１ 柏木 MURA B1F,,0,新宿,新宿|西新宿|高田馬場|新大久保,西武新宿駅,西武新宿駅|新大久保駅|新宿駅,375.0,西武新宿駅,,primary_station_dist,primary_station:西武新宿駅(≤1200m),50,+20(rental=1)|+30(レンタルスタジオ),0,1
西武新宿駅のレンタルダンススタジオおすすめ,駅,A,BUZZ新宿,〒160-0023 東京都新宿区西新宿７丁目１６-４ Concierge高橋 BF 地下1階,https://dance-studio-lab.com/room/NThmODMwMDctZjkyNi00ZTE3LTgwNjQtMDRmOGIwMmQ5ZTRi/detail,1,新宿,新宿|西新宿|高田馬場|新大久保,西武新宿駅,西武新宿駅|新宿駅|新大久保駅,298.0,西武新宿駅,,primary_station_dist,primary_station:西武新宿駅(≤1200m),50,+30(dslurl)|+20(rental=1),0,1
西武新宿駅のレンタルダンススタジオおすすめ,駅,A,BUZZ レンタルスタジオ新宿コンシェルジュ店,〒160-0023 東京都新宿区西新宿７丁目１６-４ Concierge高橋 BF 地下 一階,https://dance-studio-lab.com/room/OGUzNmE0NzUtZDU1NS00ZjIyLTg4OGItNDYyOWI2YzkzOTA0/detail,1,新宿,新宿|西新宿|高田馬場|新大久保,西武新宿駅,西武新宿駅|新宿駅|新大久保駅,292.0,西武新宿駅,,primary_station_dist,primary_station:西武新宿駅(≤1200m),80,+30(dslurl)|+20(rental=1)|+30(レンタルスタジオ),0,1
西武新宿駅のレンタルダンススタジオおすすめ,駅,A,BUZZ レンタルスタジオ 新宿ハウス店,〒160-0023 東京都新宿区西新宿７丁目１６-１,https://dance-studio-lab.com/room/MWYzNmNhZGMtMWZiNi00MjBiLWJjNzMtZmFmNjAxYmQ5MjA3/detail,1,新宿,新宿|西新宿|高田馬場|新大久保,西武新宿駅,西武新宿駅|新宿駅|新大久保駅,276.0,西武新宿駅,,primary_station_dist,primary_station:西武新宿駅(≤1200m),80,+30(dslurl)|+20(rental=1)|+30(レンタルスタジオ),0,1
西武新宿駅のレンタルダンススタジオおすすめ,駅,A,レンタルスタジオ 301,〒160-0021 東京都新宿区歌舞伎町２丁目８-１２ 新宿グリーンプラザ 301号,,0,新宿,新宿|西新宿|高田馬場|新大久保,西武新宿駅,西武新宿駅|新宿駅|新大久保駅,507.0,西武新宿駅,,primary_station_dist,primary_station:西武新宿駅(≤1200m),50,+20(rental=1)|+30(レンタルスタジオ),0,1
西武新宿駅のレンタルダンススタジオおすすめ,駅,A,レンタルスペース「301」,〒160-0021 東京都新宿区歌舞伎町２丁目８-１２ 新宿グリーンプラザ 301号,,0,新宿,新宿|西新宿|高田馬場|新大久保,西武新宿駅,西武新宿駅|新宿駅|新大久保駅,507.0,西武新宿駅,,primary_station_dist,primary_station:西武新宿駅(≤1200m),20,+20(rental=1),0,1
