studio_title,address,website,phone,dslurl,is_partner,candidate_article_count,s_article_count,api_priority_score,api_target_reason
Studio B,〒153-0041 東京都目黒区駒場３丁目５-６,http://www.photo-studiob.com/,03-6407-9915,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
かよバレエスタジオ,〒187-0002 東京都小平市花小金井１丁目１２-７,http://www.kayoballet.com/,042-452-5817,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
ノアスタジオ 学芸大店,〒152-0003 東京都目黒区碑文谷５丁目２５-１０ 1F?7F ノアビル２２,https://www.noahstudio.jp/shop/gakugeidai/,03-3710-2011,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
ダンスプレイスフェリーチェ (dance place FELICE),〒125-0041 東京都葛飾区東金町１丁目４２-１０ 東金町ビル ５階,http://danceplacefelice.com/,03-5876-4649,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
studio FANTO,〒101-0032 東京都千代田区岩本町３丁目１-９ NOVEL WORK Iwamotocho B1F,https://www.fanto.studio/,03-3866-8699,,0,3,3,75,S優先度記事×3|複数記事候補×3
国立ミュージカルスタジオ,〒186-0002 東京都国立市東１丁目１-１?２９ 第2いちやまハイツ 3F,http://un-even.com/,042-505-5968,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
塩野啓子バレエスタジオ,〒186-0003 東京都国立市富士見台４丁目12-１,http://shionoballet.jp/,042-577-5663,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
ナプア アラ オナオナ 恵比寿校,〒150-0013 東京都渋谷区恵比寿１丁目１-６ エビスオークビル1-2F,http://www.napua.jp/,03-3446-0236,,0,3,3,75,S優先度記事×3|複数記事候補×3
Studio GENIE,〒124-0012 東京都葛飾区立石６丁目１-６,https://studio-genie.tokyo/,,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
リズムアートダンススタジオ,〒108-0023 東京都港区芝浦４丁目９-１８ グランドパレス田町2F,http://rhythm-art.jp/,03-6809-6610,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
Studio Faith（スタジオフェイス）浦安校,〒279-0001 千葉県浦安市当代島１丁目１７-１９ 第2岡清ビル 5F,http://www.s-faith.com/urayasu/,047-352-5747,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
仙川 スタジオ 舞仙 レンタルダンススタジオ,〒182-0002 東京都調布市仙川町１丁目１８-２５ 第一富沢ビル 3F,https://sengawa.studiosquare.jp/,03-5822-4050,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
加藤みや子ダンススペース ANNEX SENGAWA-FACTORY,〒182-0002 東京都調布市仙川町２丁目１８-２１,https://www.asfkdspace.com/,03-3309-7200,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
祐天寺 キッズダンス！ Navilla Dance School,〒153-0052 東京都目黒区祐天寺２丁目１５-１６,https://dance-navilla.com/,090-6489-4564,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
Studio ballet with...,〒104-0041 東京都中央区新富１丁目３-１６ 第２アサヒビル １階,https://balletwithyou.com/,070-3786-8505,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
rjspace外苑前駅4番出口,〒107-0062 東京都港区南青山２丁目１４-１７ アートメイク・トキ 美容室内 ジョワレ南青山 第18吉田ビル 2F,http://rjspace.com/,,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
ダンススクエア 浦安スタジオ,〒279-0002 千葉県浦安市北栄１丁目１-１５ 3階,http://d-s-u-s.com/,,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
CurioSpace多摩センター,〒206-0042 東京都多摩市山王下１丁目13-１２ パールプラザ 204号,https://upnow.jp/curiospace/tamacenterstudio,050-3101-4159,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
ダンススタジオ・レンタルスタジオ_DANCE SPACE 365,〒156-0041 東京都世田谷区大原１丁目２４-４ ローザ新代田 B1-2号室,https://www.dancespace365.com/,,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
バレエアーツ秋葉原,〒101-0021 東京都千代田区外神田３丁目４-７ 昌平童夢館,http://ballet-kba.com/,,,0,3,3,75,S優先度記事×3|複数記事候補×3
スタジオリリオ＆カフェ,〒125-0061 東京都葛飾区２９ 亀有3-29-1リリオ弐番館B1,,03-6662-6054,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
自由が丘フラスタジオ LAKI ALOHA,〒158-0083 東京都世田谷区奥沢２丁目４５-８,https://lakialoha.com/,050-5328-4863,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
広尾ピースオブモダンダンススタジオ,〒106-0047 東京都港区南麻布５丁目１３-１２,https://pomdance.com/,03-6277-1052,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
三軒茶屋 銀杏の葉 レンタルダンススタジオ,〒154-0004 東京都世田谷区太子堂１丁目４-３３ アークビル 3F,https://icho.studiosquare.jp/,03-5822-4050,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
学園坂スタジオ,〒187-0043 東京都小平市学園東町７-７ 1-7-41 ナカムラ ビル 3F,https://www.gakuenzaka.com/,042-202-0423,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
STUDIO ENOCH,〒183-0014 東京都府中市是政５丁目6-6 104,https://studio-enoch.jp/,070-2832-1221,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
シライシダンススタジオ,〒106-0047 東京都港区南麻布５丁目１０-２６ ＯＲＥ広尾ビル ２階,http://shiraishidance.com/,03-6450-4143,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
ティーアイエス（株）,〒150-0021 東京都渋谷区恵比寿西１丁目３０-１４ エコー代官山,http://tisandyou.jp/,03-3476-0082,,0,3,3,75,S優先度記事×3|複数記事候補×3
スタジオ in フットサルステージ（多摩センター）,〒206-0033 東京都多摩市落合１丁目４７ ニューシティ多摩センタービル ８F,http://futsal-stage.com/studio/,042-316-7231,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
ファーストクラブ,〒187-0043 東京都小平市学園東町１丁目７-４１-４,http://amusementbarmr1stx.wixsite.com/mr1stx,042-313-4155,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
自由が丘 セレナヴィータ レンタルスタジオ,〒152-0035 東京都目黒区自由が丘２丁目３-１２ ２Ｆ－Ｂ セレナヴィータ自由が丘,https://jiyugaoka.studiosquare.jp/,03-5822-4050,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
スタジオ・アヴァンティ,〒189-0014 東京都東村山市本町２丁目２１-３ ファーストステージ東村山,https://www.a-dance.com/,042-397-1475,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
渋谷・代官山・バレエ,〒150-0034 東京都渋谷区代官山町７-５ ブリルビル,https://shibuya-daikanyama-ballet.com/,03-6455-2879,,0,3,3,75,S優先度記事×3|複数記事候補×3
フラメンコスタジオ エル ソニケテ,〒191-0062 東京都日野市多摩平２丁目１２-２ 山崎ビル1F,http://www.soniquete.info/,,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
レンタルスタジオStudioIrodori白金高輪店,〒108-0072 東京都港区白金３丁目１-１２ 第2浅野ビル １０１号室,https://studioirodori.com/,050-3628-5392,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
レンタルスタジオStudioIrodori赤羽橋,〒106-0044 東京都港区東麻布１丁目１８-７ リヴェールハヤシ B1F,https://studioirodori.com/,050-3628-5392,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
NML dance studio,〒189-0014 東京都東村山市本町２丁目21-３ 1F,http://nmldancestudio.com/,090-8045-3811,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
Ohana Room Studio浦安,〒279-0002 千葉県浦安市北栄１丁目１５-５ レクス浦安駅前 ４F,https://ohanaroom.jp/,,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
OnePlace Dance Studio,〒111-0053 東京都台東区浅草橋３丁目１９-２ 地下1階 冨士ビル,https://one-place-llc.wixsite.com/oneplace,03-5825-4043,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
Musa studio《自由が丘レンタルスタジオ》,〒152-0034 東京都目黒区緑が丘２丁目１９-１１,https://ja-jp.facebook.com/musastudio/,080-4384-5228,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
SPACE AVAILABLE 浅草橋,〒111-0053 東京都台東区浅草橋１丁目１２-３ KSビル B1F,https://www.space-avail.com/,,,0,3,3,75,S優先度記事×3|複数記事候補×3
レンタルスタジオAivic池袋西口 レンタルスタジオAivic池袋西口,東京都豊島区西池袋3-23-8 平井ビル7階,,,,0,3,3,75,S優先度記事×3|複数記事候補×3
スタジオSOPIC,〒194-0045 東京都町田市南成瀬１丁目2-１,https://studio.sopic-jp.com/,042-728-8784,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
スタジオR&Y,〒154-0011 東京都世田谷区上馬２丁目３１-１３ フラワーホーム102,https://www.studio-r-and-y.com/,090-7233-3934,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
池ノ上道場 / 池ノ上スタジオ Ikenoue-dojo/Ikenoue studio,〒155-0032 東京都世田谷区代沢２丁目４８-２１ ２階,https://ikenouedojo.com/,,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
スタジオフラップ,〒152-0003 東京都目黒区碑文谷５丁目１４-１３,http://dance-flap.com/,03-5724-5581,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
JK Studio 赤羽橋,〒106-0044 東京都港区東麻布１丁目１８-７ リヴェールハヤシ B1,https://www.instabase.jp/space/8187721432,050-5372-4665,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
スタジオマーティ 駒沢大学 / STUDIO marty Komazawa,〒154-0011 東京都世田谷区上馬２丁目２-５ ２F,https://www.studiomarty.co.jp/komazawadaigaku/,03-6450-8689,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
MKH dance fit studio,〒279-0001 千葉県浦安市当代島１丁目１６-１９ 大塚ビル 3階,https://www.mkhdancefitstudio.com/,047-712-7489,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
A-KIDS DANCE STUDIO,〒191-0011 東京都日野市日野本町４丁目５-５ ＨＳビル 2F,http://www.akidsdancestudio.com/,080-5884-7544,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
株式会社expg family,〒153-0043 東京都目黒区東山１丁目２-２ 目黒東山スクエアビル 4F,http://www.e-t-c.net/,03-5725-0430,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
Ka Hula O Hawai?i,〒150-0013 東京都渋谷区恵比寿４丁目４-５ ?三伊藤ビル 3F,https://kahulaohawaii.com/,03-5795-2873,,0,3,3,75,S優先度記事×3|複数記事候補×3
ソピックカルチャー総合サイト,〒194-0045 東京都町田市南成瀬１丁目２-１,https://culture.sopic-jp.com/,042-728-8784,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
YR CLUB HOUSE 国領店,〒182-0022 東京都調布市国領町３丁目１０-４,http://yrch.jp/,042-426-7711,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
マウリ・ナニスタジオ,〒194-0004 東京都町田市鶴間１丁目１８-１ ドルフ南町田101,http://maulinani.com/,090-4968-9496,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
貸スペース 東京レンタルスタジオ,〒125-0061 東京都葛飾区亀有３丁目１３-２ 亀有鞠子ビル4階,,070-5087-2001,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
谷淑江スペイン舞踊スタジオ DANZARTE（ダンサルテ）,〒150-0013 東京都渋谷区恵比寿１丁目１６-28-2F ＴＫビル,http://www.danzarte.xyz/,,,0,3,3,75,S優先度記事×3|複数記事候補×3
金町カフェレンタルスタジオ,〒125-0041 東京都葛飾区東金町１丁目３８-４ ニュー金町ビル ４F,https://kanamachi.inforent.jp/,03-5822-4050,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
ペンテフラットスタジオ,〒279-0002 千葉県浦安市北栄１丁目１１-４０ １F ビル,http://penteflat.com/,047-350-8338,,0,4,2,75,S優先度記事×2|複数記事候補×4|候補少記事に出現
プレジャーガレージ,〒150-0031 東京都渋谷区桜丘町２４-３,http://www.pg-g.com/,03-3770-7651,,0,3,3,75,S優先度記事×3|複数記事候補×3
Another ONE+ （銀座レンタルスペース）,〒104-0061 東京都中央区銀座３丁目１２-１８ 新岩間ビル 3F,https://aopg.jp/,090-4610-1850,,0,6,2,70,S優先度記事×2|複数記事候補×6
スタジオマーティ,〒108-0073 東京都港区三田２丁目１４-４ １Ｆ,https://www.studiomarty.co.jp/yoga-pilates/tokyo-mitakeio/,03-6809-6565,,0,3,2,70,S優先度記事×2|複数記事候補×3|候補少記事に出現
青木愛子 スペイン舞踊研究所,〒141-0022 東京都品川区東五反田１丁目１８-４ ＧＴＤイーストビル,http://flamenco.co.jp/,03-3473-3435,,0,3,2,70,S優先度記事×2|複数記事候補×3|候補少記事に出現
Studio Cosmique（スタジオコスミーク）,〒108-0023 東京都港区芝浦２丁目１４ １４-１３ １ 階 Mck芝浦ビル,http://studiocosmique.com/,,,0,3,2,70,S優先度記事×2|複数記事候補×3|候補少記事に出現
サムシン コンビニエンス スタジオ,〒104-0032 東京都中央区八丁堀２丁目１-２ 水澤ビル,,03-6222-8987,,0,3,2,70,S優先度記事×2|複数記事候補×3|候補少記事に出現
スタジオM,〒141-0032 東京都品川区大崎２丁目７-２,,090-1504-2825,,0,3,2,70,S優先度記事×2|複数記事候補×3|候補少記事に出現
スタジオエイル,〒153-0053 東京都目黒区五本木３丁目１８-７ 第２飯島ビル,http://studio-ailes.com/,03-5721-2911,,0,3,2,70,S優先度記事×2|複数記事候補×3|候補少記事に出現
スタジオルゥ,〒155-0031 東京都世田谷区北沢１丁目３９-７ ＳＡビル 2F N,http://www.lou.co.jp/,03-6407-0081,,0,3,2,70,S優先度記事×2|複数記事候補×3|候補少記事に出現
琉球スタジオCanDokoro,〒160-0007 東京都新宿区荒木町６-４ ラ・ベルロシェ 101,https://candokoro.com/,,,0,3,2,70,S優先度記事×2|複数記事候補×3|候補少記事に出現
バレエアトリエリュミエール,〒169-0051 東京都新宿区西早稲田２丁目３-１ 早稲田奉仕園 奉仕園会館一号館地下一階 You-Iホール,https://ballet-atelier-lumiere.net/,050-3749-6386,,0,3,2,70,S優先度記事×2|複数記事候補×3|候補少記事に出現
ルミエールバレエスタジオ,〒140-0014 東京都品川区大井１丁目３１-１,https://oimachi-lbs.com/,080-5539-2735,,0,3,2,70,S優先度記事×2|複数記事候補×3|候補少記事に出現
アリスト バレエスタジオ,〒155-0031 東京都世田谷区北沢２丁目９-２１ ミナミ10号館ビル 4階,https://aristoballetstudio.com/,03-3485-1522,,0,3,2,70,S優先度記事×2|複数記事候補×3|候補少記事に出現
Studio sun and moon,〒160-0004 東京都新宿区四谷４丁目１３-５８,http://www.sunandmoon.tokyo.jp/index.html,,,0,3,2,70,S優先度記事×2|複数記事候補×3|候補少記事に出現
山県順子モダンバレエスタジオ,〒140-0014 東京都品川区大井３丁目４-８,http://www.yoriko-dance.com/index.html,03-3773-7355,,0,3,2,70,S優先度記事×2|複数記事候補×3|候補少記事に出現
BUZZ レンタルスタジオ八王子店,〒192-0082 東京都八王子市東町１１-３ センチュリーステーションビル B1,,,,0,5,2,65,S優先度記事×2|複数記事候補×5
吉祥寺 三鷹 モリノスタジオ,〒181-0013 東京都三鷹市下連雀１丁目１７-４ GRATO井の頭公園 2F,https://morino.studiosquare.jp/,03-5822-4050,,0,6,1,65,S優先度記事×1|複数記事候補×6|候補少記事に出現
明治座森下スタジオ,〒135-0004 東京都江東区森下３丁目６-５,http://www.meijiza.co.jp/morishita/,03-5638-0481,,0,5,2,65,S優先度記事×2|複数記事候補×5
ブイラボミュージカル,〒105-0003 東京都港区西新橋３丁目２４,http://vlab-musical.net/,090-6480-0091,,0,5,2,65,S優先度記事×2|複数記事候補×5
早坂ダンススタジオ,〒180-0003 東京都武蔵野市吉祥寺南町２丁目６-１,https://hayasaka-dance-school.com/,0422-46-1127,,0,5,2,65,S優先度記事×2|複数記事候補×5
H?lau Hula Coco,〒104-0045 東京都中央区築地１丁目１２-１５ 三ツ田ビル 4F,http://www.hula-coco.jp/,03-6228-4696,,0,5,2,65,S優先度記事×2|複数記事候補×5
スタジオよもだB館,〒110-0003 東京都台東区根岸２丁目１７-１,https://www.studioyomoda.com/,03-5849-4191,,0,5,2,65,S優先度記事×2|複数記事候補×5
スタジオアンダンティーノ,〒114-0014 東京都北区田端５丁目１-１２,https://studio-andantino.com/index.html,,,0,5,2,65,S優先度記事×2|複数記事候補×5
LIMITED Creaation. dance studio,〒180-0004 東京都武蔵野市１丁目２４-７ 吉祥寺光ビル 6F 吉祥寺,https://limited-studio.com/,,,0,5,2,65,S優先度記事×2|複数記事候補×5
SHAKE DANCE STUDIO 八王子校,〒192-0081 東京都八王子市横山町５-１４ ｗｉｌｌＤｏ八王子,http://www.studio-shake.com/,042-649-8828,,0,5,2,65,S優先度記事×2|複数記事候補×5
レンタルスタジオSunny高田馬場2号店,〒169-0075 東京都高田馬場１丁目３４-２ 千葉ビル 1F,https://11dance.com/,,,0,5,2,65,S優先度記事×2|複数記事候補×5
スタジオＲ,〒110-0001 東京都台東区谷中２丁目８-１２,http://studior.tokyo/,,,0,5,2,65,S優先度記事×2|複数記事候補×5
スタジオWITHテライダンスカンパニー,〒116-0014 東京都荒川区東日暮里６丁目４５-３ ハイウエストビル3F ハイウエストビル,,03-3806-3837,,0,5,2,65,S優先度記事×2|複数記事候補×5
セミナー &【JK Room 虎ノ門】,〒105-0003 東京都港区西新橋１丁目１９-１４ 大和ビル ３A,https://jk-room.com/location.html,050-5372-4665,,0,5,2,65,S優先度記事×2|複数記事候補×5
FANTASY DANCE SCHOOL 八王子店,〒192-0904 東京都八王子市子安町１丁目２６-１４ 26-14 301,,042-401-8781,,0,5,2,65,S優先度記事×2|複数記事候補×5
FINEDAY浜松町,〒105-0012 東京都港区芝大門１丁目２-２２ 2F(200 パレステュディオ芝大門,https://www.finedayrental.com/,,,0,5,2,65,S優先度記事×2|複数記事候補×5
スタジオよもだ A館,〒110-0003 東京都台東区１２ 根岸2丁目12-11 スタジオよもだ,https://www.studioyomoda.com/,03-5849-4191,,0,5,2,65,S優先度記事×2|複数記事候補×5
銀座花道スタジオ,〒104-0061 東京都中央区銀座３丁目１４-１８ 小野寺ビル 2F,https://ginza.studiosquare.jp/,03-5822-4050,,0,5,2,65,S優先度記事×2|複数記事候補×5
吉祥寺スタジオ・レダ,〒180-0002 東京都武蔵野市吉祥寺東町１丁目１１-１８ Ｍビル 2F,,0422-23-7227,,0,5,2,65,S優先度記事×2|複数記事候補×5
Ballet & Dance DUE,〒136-0071 東京都江東区亀戸７丁目４３-５ 小林ビル,https://ballet-dance-uno.com/,090-5584-7922,,0,5,2,65,S優先度記事×2|複数記事候補×5
World of Dance Studios Tokyo,〒180-0004 東京都武蔵野市吉祥寺本町１丁目２４-７ 吉祥寺光ビル 6F,https://wod-studio.tokyo/?utm_source=google&utm_medium=maps&utm_id=googlemybusiness,0422-29-3048,,0,5,2,65,S優先度記事×2|複数記事候補×5
Risley八王子店,〒192-0085 東京都八王子市中町７-１１ 福島ビル B1,https://hachioji-risley.space/,090-6689-2537,,0,5,2,65,S優先度記事×2|複数記事候補×5
スタジオ プリメーラ(スタジオ プリメラ),〒169-0072 東京都新宿区大久保２丁目８-８ 青葉ビル,http://primera.moo.jp/?page_id=2,080-8948-3449,,0,5,2,65,S優先度記事×2|複数記事候補×5
スタジオ ダ・ヴィンチ,"〒105-0021 東京都港区東新橋２丁目４-６ パラッツオシエナ 1 2,3F",https://studio-davinci.jp/,03-6432-0160,,0,5,2,65,S優先度記事×2|複数記事候補×5
スタジオ カノン 東町店,〒184-0011 東京都八王子市東町２丁目９ ムジカ八王子ビル,,,,0,5,2,65,S優先度記事×2|複数記事候補×5
ケアリノフラスタジオ,〒179-0081 東京都練馬区北町８丁目３６-２,http://kealino-hula.com/,03-6915-7537,,0,5,2,65,S優先度記事×2|複数記事候補×5
アルゼンチンタンゴ協会,〒104-0061 東京都中央区銀座７丁目１４-７ 共栄銀座７丁目ビル,http://tangokyoukai.com/,03-3544-5600,,0,5,2,65,S優先度記事×2|複数記事候補×5
レンタルスタジオ吉祥寺OLI（オリ）,〒180-0003 東京都武蔵野市吉祥寺南町２丁目２０-１ 吉祥寺オリンピックマンション B8,https://www.rentalstudio-oli.com/,,,0,5,2,65,S優先度記事×2|複数記事候補×5
レンタルスタジオ新富町 ?Danzatakara. Studio?,"Shintomi 2-1-7, Fujichuo building B1, 中央区 東京都 140-0041",https://www.instabase.jp/space/2165415368,,,0,5,2,65,S優先度記事×2|複数記事候補×5
ダンススペース ベースオントップ吉祥寺店,〒180-0004 東京都武蔵野市吉祥寺本町１丁目２０-３ B1F,https://bassontop.tokyo.jp/dance_kichijoji/,0422-27-1334,,0,5,2,65,S優先度記事×2|複数記事候補×5
レンタルスタジオ REBRI,〒192-0085 東京都八王子市中町７-７ ニシカワビル 5F,,070-1541-0908,,0,5,2,65,S優先度記事×2|複数記事候補×5
Ballet Studio M'z,〒107-0052 東京都港区赤坂７丁目９-７ 小林ビル 5F,https://balletstudio-mz.com/,03-3583-2038,,0,5,2,65,S優先度記事×2|複数記事候補×5
吉祥寺ダンススタジオ【STUDIO55】スタジオゴーゴー,〒180-0004 東京都武蔵野市吉祥寺本町１丁目３３-１０ 丸二ビル,https://www.studio55.tv/,0422-27-5514,,0,5,2,65,S優先度記事×2|複数記事候補×5
吉祥寺レンタルスペース[Studio Amrita WEST],"吉祥寺藤彩ビル B1, ２丁目-１７-１２ 吉祥寺本町 武蔵野市 東京都 180-0004",http://rental.studioamrita.com/,0422-23-6611,,0,5,2,65,S優先度記事×2|複数記事候補×5
アカペラスタジオ ベースオントップ吉祥寺店,〒180-0004 東京都武蔵野市吉祥寺本町１丁目２０-３ B1F,https://bassontop.tokyo.jp/a-cappella_kichijoji/,0422-27-1334,,0,5,2,65,S優先度記事×2|複数記事候補×5
カミヤマダンススタジオ,〒192-0046 東京都八王子市明神町４丁目６-２ 山口ビル 2F,http://www.kamiyama-d-s.jp/,042-642-4038,,0,5,2,65,S優先度記事×2|複数記事候補×5
カルサロ レンタルスタジオサロン,〒179-0073 東京都練馬区田柄２丁目３２-２３ アネックスミスズ ２F,https://www.okeiko-culsalo.com/,080-5885-5636,,0,5,2,65,S優先度記事×2|複数記事候補×5
大人バレエシェリ 東京銀座スタジオ,〒104-0061 東京都中央区銀座５丁目１４-６ 橋ビルⅡ B1,https://cheriegroup.com/adult/ginza/,06-7777-0246,,0,5,2,65,S優先度記事×2|複数記事候補×5
レンタルダンススタジオTerrace八王子,〒192-0085 東京都八王子市中町６-６ 店舗（旧 川和ビル 3階,,,,0,5,2,65,S優先度記事×2|複数記事候補×5
[吉祥寺ダンススタジオ] Studio Amrita NORTH,〒180-0004 東京都武蔵野市吉祥寺本町２丁目５-１０ いちご吉祥寺ビル B1,http://rental.studioamrita.com/,0422-23-6611,,0,5,2,65,S優先度記事×2|複数記事候補×5
StudioENTRADA森下,〒135-0004 東京都江東区森下３丁目８-７ カーム落合 1F,https://www.studio-entrada.com/,080-5057-5963,,0,5,2,65,S優先度記事×2|複数記事候補×5
デイ・ナイト株式会社,〒100-0011 東京都千代田区内幸町１丁目１-２ Ud日比谷ビル 7F,https://cocoloca.jp/location/ud-hibiya/,03-6257-3986,,0,5,2,65,S優先度記事×2|複数記事候補×5
あおちゃんダンスコミュニケーション サルサダンス ブラジルダンス 認知症予防ダンス,〒110-0003 東京都台東区根岸２丁目１２-１１,https://danceclub.jp/,080-1253-1003,,0,5,2,65,S優先度記事×2|複数記事候補×5
studio WILDKIDS 亀戸水神駅前校 CIERO studio,〒136-0071 東京都江東区亀戸８丁目１４-１１ 1階店舗,https://www.studio-wildkids.com/,080-9583-0025,,0,5,2,65,S優先度記事×2|複数記事候補×5
イシカワヒロユキダンススタジオ,〒192-0081 東京都八王子市横山町３-６,https://ishi-hiro-d-s.com/,042-642-1056,,0,5,2,65,S優先度記事×2|複数記事候補×5
studio WILDKIDS 亀戸駅前校 SOLstudio,〒136-0071 東京都江東区亀戸６丁目５６-４ 1階店舗,https://www.studio-wildkids.com/,080-9583-0025,,0,5,2,65,S優先度記事×2|複数記事候補×5
多目的スペース「時々海風が吹くスタジオ」,〒136-0071 東京都江東区亀戸７丁目４３-５,http://seisakuplus.com/umikazestudio/,03-5628-1325,,0,5,2,65,S優先度記事×2|複数記事候補×5
ノアスタジオ 吉祥寺店,〒180-0004 東京都武蔵野市吉祥寺本町２丁目１６-１２ B１F,https://www.noahstudio.jp/shop/kichijoji/,,,0,5,2,65,S優先度記事×2|複数記事候補×5
TONIC DANCE STUDIO 吉祥寺,〒180-0002 東京都武蔵野市吉祥寺東町１丁目１０-２１ 地下1階 西郊ビル,https://www.tonicdancestudio.com/,,,0,5,2,65,S優先度記事×2|複数記事候補×5
原宿MOA,〒151-0051 東京都渋谷区千駄ケ谷３丁目５１-６ 原宿ＭＯＡ ビルM1F,https://harajuku.inforent.jp/,03-5822-4050,,0,5,2,65,S優先度記事×2|複数記事候補×5
吉祥寺 レンタルスタジオ LC Rental,〒180-0004 東京都武蔵野市吉祥寺本町１丁目２４-７ 吉祥寺光ビル 6F,http://lcrental.xyz/,0422-29-3095,,0,5,2,65,S優先度記事×2|複数記事候補×5
吉祥寺 レンタルスタジオ さんだる倶楽部,〒180-0003 東京都武蔵野市吉祥寺南町１丁目３０-１ パークヴィラ吉祥寺２階,https://www.3daru.com/,,,0,5,2,65,S優先度記事×2|複数記事候補×5
赤坂茜山スタジオ,〒107-0052 東京都港区赤坂２丁目２１-１ 川本ビル Ｂ１Ｆ,http://akasaka.studiosquare.jp/,03-5822-4050,,0,5,2,65,S優先度記事×2|複数記事候補×5
BLM Dance School,〒196-0033 東京都昭島市１６ 東町1-16-11 4F,http://www.blm-music.com/,042-521-3365,,0,4,2,60,S優先度記事×2|複数記事候補×4
麹町スタジオ,〒102-0093 東京都千代田区平河町１丁目５-１６ アオキスタジオビル,http://www.kpla.co.jp/studio/,03-3264-3951,,0,4,2,60,S優先度記事×2|複数記事候補×4
ソニズレンタルスタジオ新中野鍋横第2店,〒164-0012 東京都中野区本町４丁目３０-１１ アーク新中野 B1,https://sonysdance.com/studio/nabe2,,,0,4,2,60,S優先度記事×2|複数記事候補×4
ソニズレンタルスタジオ新中野鍋横店,〒164-0011 東京都中野区中央３丁目３４-３ B1階,https://sonysdance.com/,,,0,4,2,60,S優先度記事×2|複数記事候補×4
ソニズダンススタジオ茗荷谷店,〒112-0006 東京都文京区小日向４丁目６-１９ 共立会館ビル B1階,https://sonysdance.com/,,,0,4,2,60,S優先度記事×2|複数記事候補×4
ダンスアンジェロ,〒169-0051 東京都新宿区西早稲田３丁目５-１３ 大永西早稲田ビル １F,https://danceangelo-dress.com/,070-6590-2015,,0,4,2,60,S優先度記事×2|複数記事候補×4
レンタルスタジオ スタジオサイ,〒165-0026 東京都中野区新井１丁目１-５,http://kikh.com/studiosai/,03-3385-2066,,0,4,2,60,S優先度記事×2|複数記事候補×4
